ID,level,drift,input_noise,done,SoC
AE07EM1,3,T,N,done,6.0
AE07EM1,2,F,S,done,6.0
AE07EM1,4,T,W,done,6.0
AE07EM1,5,F,W,done,6.0
AE07EM1,6,T,W,crashed,4.0
AE07EM1,1,T,N,done,6.0
AE07EM1,4,T,N,crashed,5.0
AE07EM1,5,T,W,crashed,4.0
AE07EM1,4,F,N,done,7.0
AE07EM1,6,T,N,crashed,3.0
AE07EM1,1,F,W,done,7.0
AE07EM1,2,T,S,done,7.0
AE07EM1,0,T,S,done,5.0
AE07EM1,5,T,S,crashed,4.0
AE07EM1,6,F,S,done,6.0
AE07EM1,6,F,N,done,5.0
AE07EM1,6,T,S,crashed,3.0
AE07EM1,3,T,S,crashed,4.0
AE07EM1,5,T,W,crashed,6.0
AE07EM1,5,T,S,crashed,5.0
AE07EM1,1,T,W,done,6.0
AE07EM1,2,T,N,done,6.0
AE07EM1,6,T,N,crashed,4.0
AE07EM1,5,F,S,done,6.0
AE07EM1,6,T,S,crashed,4.0
AE07EM1,6,T,W,crashed,3.0
AE07EM1,6,T,W,crashed,4.0
AE07EM1,6,T,S,crashed,4.0
AE07EM1,5,F,N,done,6.0
AE07EM1,6,T,N,crashed,5.0
AE07EM1,3,T,W,done,6.0
AE07EM1,5,T,N,crashed,5.0
AE07EM1,5,T,N,crashed,4.0
AE07EM1,3,T,S,done,6.0
AE07EM1,5,T,S,crashed,5.0
AE07EM1,3,T,S,crashed,4.0
AE07EM1,3,F,N,done,7.0
AE07EM1,3,F,S,done,7.0
AE07EM1,1,F,S,done,7.0
AE07EM1,2,T,W,done,6.0
AE07EM1,2,F,N,done,7.0
AE07EM1,4,F,S,done,6.0
AE07EM1,1,F,N,done,7.0
AE07EM1,5,T,W,crashed,5.0
AE07EM1,3,F,S,crashed,6.0
AE07EM1,2,F,W,done,7.0
AE07EM1,0,T,S,crashed,5.0
AE07EM1,6,F,W,done,6.0
AE07EM1,4,T,S,done,6.0
AE07EM1,1,T,S,done,6.0
AE07EM1,4,F,W,done,6.0
AE07EM1,5,T,N,crashed,5.0
AE07EM1,3,F,W,done,7.0
AE07EM1,4,T,N,done,5.0
AM19EA1,5,F,S,done,6.0
AM19EA1,3,F,W,done,7.0
AM19EA1,1,T,W,done,6.0
AM19EA1,3,F,W,crashed,2.0
AM19EA1,2,F,N,done,7.0
AM19EA1,1,F,N,done,7.0
AM19EA1,6,T,W,crashed,3.0
AM19EA1,6,F,W,crashed,5.0
AM19EA1,6,F,N,done,7.0
AM19EA1,4,T,W,done,5.0
AM19EA1,6,F,S,crashed,4.0
AM19EA1,5,T,W,crashed,2.0
AM19EA1,4,F,S,done,6.0
AM19EA1,5,F,W,crashed,5.0
AM19EA1,4,F,W,done,6.0
AM19EA1,2,T,N,done,5.0
AM19EA1,6,T,N,crashed,3.0
AM19EA1,6,T,W,crashed,4.0
AM19EA1,3,T,S,done,4.0
AM19EA1,6,F,S,done,6.0
AM19EA1,6,T,S,crashed,3.0
AM19EA1,0,T,S,done,5.0
AM19EA1,3,T,W,done,6.0
AM19EA1,2,F,W,done,7.0
AM19EA1,6,T,S,crashed,3.0
AM19EA1,6,F,W,done,7.0
AM19EA1,6,T,W,crashed,3.0
AM19EA1,1,T,S,done,7.0
AM19EA1,4,T,W,crashed,3.0
AM19EA1,2,T,S,done,6.0
AM19EA1,5,F,W,crashed,5.0
AM19EA1,1,F,W,done,7.0
AM19EA1,5,T,S,crashed,4.0
AM19EA1,6,T,N,crashed,4.0
AM19EA1,6,T,S,crashed,5.0
AM19EA1,5,F,W,crashed,2.0
AM19EA1,4,T,W,crashed,2.0
AM19EA1,5,T,N,done,4.0
AM19EA1,5,T,S,crashed,3.0
AM19EA1,1,T,N,done,7.0
AM19EA1,3,T,N,done,5.0
AM19EA1,5,F,N,done,6.0
AM19EA1,4,T,S,done,6.0
AM19EA1,4,T,N,done,4.0
AM19EA1,3,F,S,done,7.0
AM19EA1,6,T,N,crashed,4.0
AM19EA1,2,F,S,done,7.0
AM19EA1,5,T,W,crashed,4.0
AM19EA1,1,F,S,done,7.0
AM19EA1,3,F,W,crashed,4.0
AM19EA1,2,T,W,done,6.0
AM19EA1,5,T,W,crashed,3.0
AM19EA1,4,F,N,done,6.0
AM19EA1,5,T,S,crashed,4.0
AM19EA1,3,F,N,done,7.0
AN10HA1,5,T,N,done,5.0
AN10HA1,4,T,W,done,6.0
AN10HA1,5,T,W,crashed,4.0
AN10HA1,5,T,S,crashed,4.0
AN10HA1,0,T,S,done,6.0
AN10HA1,2,T,N,done,7.0
AN10HA1,4,T,W,crashed,5.0
AN10HA1,2,F,S,done,6.0
AN10HA1,4,T,N,done,6.0
AN10HA1,3,T,N,crashed,4.0
AN10HA1,1,T,N,done,6.0
AN10HA1,6,T,N,crashed,5.0
AN10HA1,3,T,N,done,6.0
AN10HA1,6,F,S,done,7.0
AN10HA1,4,F,W,done,6.0
AN10HA1,5,F,W,done,6.0
AN10HA1,3,T,W,done,6.0
AN10HA1,4,T,S,crashed,5.0
AN10HA1,2,T,W,done,7.0
AN10HA1,3,F,S,done,6.0
AN10HA1,6,F,N,done,6.0
AN10HA1,4,T,S,crashed,5.0
AN10HA1,6,T,N,crashed,4.0
AN10HA1,4,F,N,done,7.0
AN10HA1,5,F,S,done,6.0
AN10HA1,5,T,W,done,6.0
AN10HA1,6,F,S,crashed,3.0
AN10HA1,5,F,S,crashed,5.0
AN10HA1,1,T,W,done,7.0
AN10HA1,3,F,N,done,7.0
AN10HA1,2,T,S,done,6.0
AN10HA1,6,T,S,crashed,4.0
AN10HA1,6,T,W,crashed,5.0
AN10HA1,5,T,S,crashed,3.0
AN10HA1,5,F,N,crashed,3.0
AN10HA1,1,F,S,done,7.0
AN10HA1,6,T,N,crashed,3.0
AN10HA1,4,F,S,done,6.0
AN10HA1,6,T,W,crashed,5.0
AN10HA1,3,T,S,done,6.0
AN10HA1,2,T,S,crashed,5.0
AN10HA1,6,F,N,crashed,6.0
AN10HA1,5,F,N,done,6.0
AN10HA1,2,F,N,done,6.0
AN10HA1,6,T,S,crashed,4.0
AN10HA1,6,T,S,crashed,5.0
AN10HA1,4,T,S,crashed,5.0
AN10HA1,2,F,W,done,6.0
AN10HA1,4,F,S,crashed,5.0
AN10HA1,1,F,W,done,7.0
AN10HA1,1,T,S,done,7.0
AN10HA1,1,F,N,done,6.0
AN10HA1,5,T,S,crashed,4.0
AN10HA1,6,F,W,done,6.0
AN10HA1,3,F,W,done,7.0
AN10HA1,6,T,W,crashed,4.0
AN10HA1,5,T,W,crashed,5.0
AR02AA,2,T,N,done,7.0
AR02AA,2,F,W,done,7.0
AR02AA,6,T,W,crashed,3.0
AR02AA,1,F,W,done,7.0
AR02AA,6,F,W,done,7.0
AR02AA,3,T,N,done,7.0
AR02AA,6,F,S,done,7.0
AR02AA,5,F,W,done,7.0
AR02AA,1,T,S,done,7.0
AR02AA,2,T,S,done,6.0
AR02AA,3,T,W,done,7.0
AR02AA,3,F,S,done,7.0
AR02AA,6,T,N,crashed,4.0
AR02AA,5,F,N,done,7.0
AR02AA,5,T,N,crashed,1.0
AR02AA,6,F,N,done,7.0
AR02AA,6,T,N,crashed,1.0
AR02AA,4,T,S,crashed,3.0
AR02AA,5,T,W,crashed,3.0
AR02AA,2,F,S,done,7.0
AR02AA,4,T,S,crashed,4.0
AR02AA,4,T,W,done,7.0
AR02AA,2,T,S,crashed,1.0
AR02AA,5,T,W,crashed,1.0
AR02AA,5,T,N,crashed,3.0
AR02AA,4,T,S,crashed,2.0
AR02AA,6,T,N,crashed,2.0
AR02AA,5,T,N,crashed,2.0
AR02AA,4,F,W,done,7.0
AR02AA,6,T,S,crashed,3.0
AR02AA,6,T,W,crashed,4.0
AR02AA,6,T,S,crashed,2.0
AR02AA,5,T,S,crashed,1.0
AR02AA,1,F,S,done,7.0
AR02AA,1,F,N,done,7.0
AR02AA,3,F,W,done,7.0
AR02AA,5,T,S,crashed,1.0
AR02AA,5,F,N,crashed,2.0
AR02AA,5,T,W,crashed,2.0
AR02AA,6,T,W,crashed,6.0
AR02AA,3,F,N,done,7.0
AR02AA,1,T,W,done,7.0
AR02AA,4,F,S,done,6.0
AR02AA,2,T,W,done,7.0
AR02AA,2,F,N,done,7.0
AR02AA,4,T,N,done,6.0
AR02AA,3,T,S,done,7.0
AR02AA,5,F,S,done,7.0
AR02AA,4,F,N,done,7.0
AR02AA,0,T,S,done,6.0
AR02AA,6,F,S,crashed,3.0
AR02AA,6,T,S,crashed,2.0
AR02AA,0,T,S,crashed,2.0
AR02AA,5,T,S,done,6.0
AR02AA,4,T,N,crashed,3.0
AR02AA,1,T,N,done,7.0
AR02AA,6,F,S,crashed,5.0
AR02AA,4,F,N,crashed,4.0
EH08OI1,6,T,S,crashed,4.0
EH08OI1,2,T,S,done,6.0
EH08OI1,3,T,W,crashed,5.0
EH08OI1,5,T,N,crashed,4.0
EH08OI1,1,T,N,done,7.0
EH08OI1,3,F,W,done,7.0
EH08OI1,4,T,S,crashed,4.0
EH08OI1,5,T,N,crashed,4.0
EH08OI1,0,T,S,crashed,5.0
EH08OI1,4,F,W,done,7.0
EH08OI1,6,F,N,done,7.0
EH08OI1,2,T,N,done,6.0
EH08OI1,2,T,W,done,6.0
EH08OI1,6,T,S,crashed,4.0
EH08OI1,2,F,W,done,5.0
EH08OI1,5,T,W,crashed,3.0
EH08OI1,1,F,W,done,7.0
EH08OI1,5,T,W,crashed,6.0
EH08OI1,5,T,W,crashed,4.0
EH08OI1,6,T,W,crashed,5.0
EH08OI1,6,F,S,crashed,4.0
EH08OI1,3,F,N,done,6.0
EH08OI1,2,F,S,done,6.0
EH08OI1,2,F,N,done,7.0
EH08OI1,5,T,N,done,5.0
EH08OI1,4,F,N,done,7.0
EH08OI1,5,T,S,crashed,3.0
EH08OI1,1,T,W,done,6.0
EH08OI1,3,T,S,done,6.0
EH08OI1,6,F,S,crashed,2.0
EH08OI1,4,F,S,done,7.0
EH08OI1,5,T,S,crashed,2.0
EH08OI1,1,F,N,done,6.0
EH08OI1,1,T,S,done,6.0
EH08OI1,3,T,W,crashed,5.0
EH08OI1,6,T,N,crashed,5.0
EH08OI1,6,F,S,crashed,6.0
EH08OI1,1,F,S,done,3.0
EH08OI1,5,F,S,done,6.0
EH08OI1,5,T,S,crashed,2.0
EH08OI1,5,F,N,done,7.0
EH08OI1,3,F,S,done,5.0
EH08OI1,6,F,N,crashed,5.0
EH08OI1,6,T,W,crashed,6.0
EH08OI1,6,T,S,crashed,3.0
EH08OI1,0,T,S,done,6.0
EH08OI1,4,T,W,done,5.0
EH08OI1,5,F,W,done,7.0
EH08OI1,6,T,N,crashed,4.0
EH08OI1,6,F,W,done,7.0
EH08OI1,6,F,N,crashed,4.0
EH08OI1,3,T,S,crashed,1.0
EH08OI1,6,T,W,crashed,5.0
EH08OI1,6,T,N,crashed,4.0
EH08OI1,4,T,S,crashed,3.0
EH08OI1,3,T,N,done,6.0
EH08OI1,4,T,N,done,7.0
EH08OI1,4,T,S,crashed,3.0
EH08OI1,3,T,W,done,6.0
EI13RE1,3,T,S,crashed,4.0
EI13RE1,6,T,N,crashed,4.0
EI13RE1,4,F,N,crashed,3.0
EI13RE1,4,F,N,crashed,6.0
EI13RE1,6,F,N,done,5.0
EI13RE1,2,T,W,done,7.0
EI13RE1,4,F,S,done,5.0
EI13RE1,6,T,S,crashed,4.0
EI13RE1,2,F,S,done,6.0
EI13RE1,2,F,N,done,7.0
EI13RE1,6,F,W,crashed,6.0
EI13RE1,6,F,S,done,4.0
EI13RE1,6,T,S,crashed,5.0
EI13RE1,5,T,S,crashed,2.0
EI13RE1,5,T,W,crashed,2.0
EI13RE1,6,F,W,crashed,5.0
EI13RE1,4,F,W,done,6.0
EI13RE1,4,T,N,crashed,5.0
EI13RE1,4,T,N,done,7.0
EI13RE1,5,F,W,done,6.0
EI13RE1,6,F,S,crashed,2.0
EI13RE1,6,T,S,crashed,3.0
EI13RE1,0,T,S,done,7.0
EI13RE1,5,T,N,crashed,3.0
EI13RE1,1,F,W,done,7.0
EI13RE1,5,T,S,crashed,2.0
EI13RE1,2,T,S,done,6.0
EI13RE1,6,T,W,crashed,4.0
EI13RE1,3,F,S,crashed,5.0
EI13RE1,1,T,S,done,7.0
EI13RE1,5,F,S,crashed,3.0
EI13RE1,5,T,W,crashed,3.0
EI13RE1,1,T,N,done,6.0
EI13RE1,3,T,W,done,6.0
EI13RE1,5,T,N,crashed,4.0
EI13RE1,5,F,N,done,5.0
EI13RE1,3,F,W,done,7.0
EI13RE1,4,T,N,crashed,4.0
EI13RE1,2,F,W,done,7.0
EI13RE1,6,F,W,crashed,5.0
EI13RE1,3,T,N,done,6.0
EI13RE1,5,F,S,crashed,2.0
EI13RE1,4,T,S,crashed,6.0
EI13RE1,2,T,N,done,6.0
EI13RE1,6,T,W,crashed,5.0
EI13RE1,4,T,S,crashed,6.0
EI13RE1,1,T,W,done,6.0
EI13RE1,4,F,N,crashed,6.0
EI13RE1,6,T,W,crashed,5.0
EI13RE1,5,F,S,crashed,5.0
EI13RE1,5,T,S,crashed,4.0
EI13RE1,4,T,W,done,3.0
EI13RE1,6,T,N,crashed,5.0
EI13RE1,5,T,W,crashed,4.0
EI13RE1,3,T,S,done,4.0
EI13RE1,1,F,S,done,7.0
EI13RE1,5,F,N,crashed,6.0
EI13RE1,5,T,N,crashed,3.0
EI13RE1,3,F,N,done,6.0
EI13RE1,3,F,S,done,7.0
EI13RE1,4,T,S,crashed,5.0
EI13RE1,1,F,N,done,7.0
EI13RE1,6,T,N,crashed,5.0
EL10RM1,2,F,W,done,5.0
EL10RM1,4,T,N,crashed,3.0
EL10RM1,3,F,N,done,6.0
EL10RM1,3,T,N,done,6.0
EL10RM1,2,T,N,done,5.0
EL10RM1,4,F,S,done,6.0
EL10RM1,6,F,S,crashed,4.0
EL10RM1,6,F,W,done,5.0
EL10RM1,5,F,S,done,5.0
EL10RM1,5,T,N,done,5.0
EL10RM1,3,T,S,crashed,3.0
EL10RM1,5,F,N,done,6.0
EL10RM1,6,F,W,crashed,3.0
EL10RM1,6,T,W,crashed,2.0
EL10RM1,1,F,S,done,7.0
EL10RM1,4,F,N,crashed,3.0
EL10RM1,2,F,S,done,7.0
EL10RM1,6,F,S,crashed,5.0
EL10RM1,1,T,W,done,6.0
EL10RM1,1,T,S,done,6.0
EL10RM1,6,T,N,crashed,2.0
EL10RM1,6,T,W,crashed,2.0
EL10RM1,4,F,W,done,6.0
EL10RM1,5,T,N,crashed,3.0
EL10RM1,4,T,N,crashed,3.0
EL10RM1,5,T,W,crashed,4.0
EL10RM1,6,F,S,crashed,5.0
EL10RM1,6,F,W,crashed,3.0
EL10RM1,3,T,N,crashed,3.0
EL10RM1,1,F,N,done,5.0
EL10RM1,5,T,W,crashed,3.0
EL10RM1,5,T,S,crashed,6.0
EL10RM1,3,F,W,done,6.0
EL10RM1,2,F,N,done,5.0
EL10RM1,5,T,S,crashed,2.0
EL10RM1,2,F,W,crashed,4.0
EL10RM1,3,T,S,done,5.0
EL10RM1,5,T,W,crashed,2.0
EL10RM1,2,T,S,done,5.0
EL10RM1,1,T,N,done,6.0
EL10RM1,0,T,S,done,6.0
EL10RM1,5,T,S,crashed,3.0
EL10RM1,5,F,W,done,7.0
EL10RM1,4,T,S,done,6.0
EL10RM1,5,T,N,crashed,2.0
EL10RM1,6,F,N,crashed,4.0
EL10RM1,6,T,S,crashed,2.0
EL10RM1,6,T,N,crashed,4.0
EL10RM1,5,F,S,crashed,3.0
EL10RM1,6,T,S,crashed,2.0
EL10RM1,1,F,W,done,7.0
EL10RM1,4,T,N,crashed,3.0
EL10RM1,3,T,N,crashed,1.0
EL10RM1,6,F,N,crashed,5.0
EL10RM1,6,F,N,crashed,5.0
EL10RM1,3,T,W,done,5.0
EL10RM1,3,F,S,done,6.0
EL10RM1,6,T,S,crashed,4.0
EL10RM1,4,T,W,done,6.0
EL10RM1,2,T,W,done,6.0
EL10RM1,6,T,N,crashed,5.0
EL10RM1,6,T,W,crashed,4.0
EL10RM1,4,F,N,done,5.0
EU29TT1,1,T,S,done,7.0
EU29TT1,1,T,N,done,7.0
EU29TT1,2,T,S,done,7.0
EU29TT1,1,F,W,done,7.0
EU29TT1,4,T,W,done,7.0
EU29TT1,5,T,N,crashed,3.0
EU29TT1,5,T,S,crashed,3.0
EU29TT1,5,T,N,crashed,1.0
EU29TT1,0,T,S,done,7.0
EU29TT1,4,T,W,crashed,5.0
EU29TT1,3,T,W,done,7.0
EU29TT1,5,T,W,crashed,5.0
EU29TT1,3,T,N,done,7.0
EU29TT1,1,T,W,done,7.0
EU29TT1,4,F,N,crashed,7.0
EU29TT1,6,T,W,crashed,3.0
EU29TT1,4,F,S,crashed,5.0
EU29TT1,4,T,W,crashed,7.0
EU29TT1,2,T,W,done,7.0
EU29TT1,5,T,W,crashed,3.0
EU29TT1,4,F,W,done,7.0
EU29TT1,1,F,N,done,7.0
EU29TT1,1,F,S,done,7.0
EU29TT1,6,T,S,crashed,6.0
EU29TT1,6,F,W,crashed,6.0
EU29TT1,4,F,N,done,7.0
EU29TT1,5,T,W,crashed,2.0
EU29TT1,4,F,S,done,7.0
EU29TT1,6,F,S,done,6.0
EU29TT1,5,T,N,crashed,5.0
EU29TT1,3,F,S,done,7.0
EU29TT1,6,T,N,done,7.0
EU29TT1,2,F,S,done,7.0
EU29TT1,2,F,N,done,7.0
EU29TT1,6,T,W,crashed,5.0
EU29TT1,4,T,S,crashed,5.0
EU29TT1,3,F,N,done,6.0
EU29TT1,6,F,W,done,7.0
EU29TT1,5,F,S,done,6.0
EU29TT1,5,F,W,done,7.0
EU29TT1,5,F,N,done,7.0
EU29TT1,2,F,W,done,7.0
EU29TT1,6,T,W,crashed,4.0
EU29TT1,6,F,N,done,7.0
EU29TT1,5,T,S,crashed,4.0
EU29TT1,3,F,W,done,7.0
EU29TT1,6,T,N,crashed,4.0
EU29TT1,6,T,S,crashed,4.0
EU29TT1,5,T,S,crashed,3.0
EU29TT1,4,T,S,done,6.0
EU29TT1,3,T,S,done,7.0
EU29TT1,6,T,S,crashed,4.0
EU29TT1,4,T,N,done,6.0
EU29TT1,2,T,N,done,7.0
FR04AN,4,F,S,done,7.0
FR04AN,3,T,S,done,6.0
FR04AN,5,T,N,crashed,5.0
FR04AN,3,F,W,done,6.0
FR04AN,2,F,W,done,7.0
FR04AN,3,T,N,done,6.0
FR04AN,4,T,N,done,7.0
FR04AN,6,T,S,crashed,5.0
FR04AN,6,T,S,crashed,6.0
FR04AN,1,T,N,done,7.0
FR04AN,6,F,N,done,6.0
FR04AN,6,T,W,crashed,4.0
FR04AN,6,T,W,crashed,4.0
FR04AN,2,T,W,done,6.0
FR04AN,6,F,S,done,5.0
FR04AN,1,F,N,done,7.0
FR04AN,1,F,S,done,7.0
FR04AN,5,F,S,done,6.0
FR04AN,4,T,W,done,7.0
FR04AN,5,T,W,crashed,4.0
FR04AN,6,T,W,crashed,4.0
FR04AN,5,F,N,done,7.0
FR04AN,2,F,S,done,7.0
FR04AN,3,T,W,done,7.0
FR04AN,6,T,N,crashed,6.0
FR04AN,3,F,S,done,7.0
FR04AN,2,F,N,done,7.0
FR04AN,1,T,W,done,7.0
FR04AN,4,F,N,done,7.0
FR04AN,6,T,N,crashed,5.0
FR04AN,5,T,N,crashed,4.0
FR04AN,5,T,S,done,3.0
FR04AN,5,T,W,crashed,5.0
FR04AN,1,F,W,done,7.0
FR04AN,5,T,W,crashed,6.0
FR04AN,5,F,W,done,6.0
FR04AN,6,T,N,crashed,4.0
FR04AN,1,T,S,done,6.0
FR04AN,3,F,N,done,7.0
FR04AN,2,T,S,done,6.0
FR04AN,2,T,N,done,7.0
FR04AN,0,T,S,done,7.0
FR04AN,4,T,S,done,6.0
FR04AN,4,F,W,done,7.0
FR04AN,6,F,W,done,6.0
FR04AN,6,T,S,crashed,4.0
FR04AN,5,T,N,crashed,4.0
LA22KK1,1,T,N,done,7.0
LA22KK1,6,T,S,crashed,5.0
LA22KK1,1,F,W,done,7.0
LA22KK1,3,T,S,done,7.0
LA22KK1,6,T,S,crashed,3.0
LA22KK1,6,F,S,crashed,6.0
LA22KK1,5,F,N,done,7.0
LA22KK1,3,F,W,done,7.0
LA22KK1,5,F,W,done,7.0
LA22KK1,5,T,S,crashed,4.0
LA22KK1,5,T,S,crashed,5.0
LA22KK1,4,F,W,done,7.0
LA22KK1,6,F,W,done,6.0
LA22KK1,2,F,W,done,7.0
LA22KK1,1,T,W,done,7.0
LA22KK1,2,T,S,done,7.0
LA22KK1,4,T,S,done,7.0
LA22KK1,3,F,S,done,7.0
LA22KK1,6,F,S,done,7.0
LA22KK1,5,T,W,done,7.0
LA22KK1,2,F,N,done,7.0
LA22KK1,1,F,S,done,7.0
LA22KK1,4,F,N,done,7.0
LA22KK1,4,F,S,done,7.0
LA22KK1,3,F,N,done,7.0
LA22KK1,2,T,W,done,7.0
LA22KK1,2,F,S,done,7.0
LA22KK1,3,T,W,done,7.0
LA22KK1,1,F,N,done,7.0
LA22KK1,6,F,N,done,7.0
LA22KK1,4,T,N,done,6.0
LA22KK1,4,T,W,done,7.0
LA22KK1,5,F,S,crashed,6.0
LA22KK1,1,T,S,done,7.0
LA22KK1,6,T,N,done,7.0
LA22KK1,5,F,N,crashed,7.0
LA22KK1,6,T,N,crashed,6.0
LA22KK1,6,T,N,crashed,5.0
LA22KK1,0,T,S,done,7.0
